species,velocity,log.velocity
Veronica catenata,1.23,0.089905111
Alopecurus geniculatus,1.2251,0.08817154
Peucedanum ostruthium,1.2206,0.086573366
Achillea cartilaginea,1.22,0.086359831
Agrostis stolonifera,1.22,0.086359831
Angelica sylvestris,1.22,0.086359831
Centaurium pulchellum,1.22,0.086359831
Digitaria ischaemum,1.22,0.086359831
Juncus articulatus,1.22,0.086359831
Juncus articulatus,1.22,0.086359831
Juncus atratus,1.22,0.086359831
Juncus balticus,1.22,0.086359831
Pedicularis sceptrum-carolinum,1.22,0.086359831
Poa trivialis,1.22,0.086359831
Rumex thyrsiflorus,1.22,0.086359831
Spergula morisonii,1.22,0.086359831
Veronica beccabunga,1.22,0.086359831
Campanula cenisia,1.2112,0.083215862
Achillea millefolium,1.21,0.08278537
Achillea millefolium,1.21,0.08278537
Agrostis capillaris,1.21,0.08278537
Agrostis stolonifera,1.21,0.08278537
Anagallis minima,1.21,0.08278537
Arabis pumila,1.21,0.08278537
Avenula pratensis,1.21,0.08278537
Biscutella laevigata,1.21,0.08278537
Carex bohemica,1.21,0.08278537
Cerastium semidecandrum,1.21,0.08278537
Deschampsia setacea,1.21,0.08278537
Drosera intermedia,1.21,0.08278537
Drosera intermedia,1.21,0.08278537
Erica tetralix,1.21,0.08278537
Hordeum jubatum,1.21,0.08278537
Juncus balticus,1.21,0.08278537
Liriodendron tulipifera,1.21,0.08278537
Melica picta,1.21,0.08278537
Molinia caerulea,1.21,0.08278537
Myricaria germanica,1.21,0.08278537
Pulsatilla pratensis,1.21,0.08278537
Rumex thyrsiflorus,1.21,0.08278537
Scirpus sylvaticus,1.21,0.08278537
Sedum villosum,1.21,0.08278537
Trifolium dubium,1.21,0.08278537
Veronica beccabunga,1.21,0.08278537
Koeleria glauca,1.2016,0.07975992
Achillea millefolium,1.2,0.079181246
Agrostis capillaris,1.2,0.079181246
Bidens radiata,1.2,0.079181246
Carpinus betulus,1.2,0.079181246
Carpinus betulus,1.2,0.079181246
Centaurium pulchellum,1.2,0.079181246
Centaurium pulchellum,1.2,0.079181246
Deschampsia setacea,1.2,0.079181246
Deschampsia setacea,1.2,0.079181246
Deschampsia setacea,1.2,0.079181246
Drosera intermedia,1.2,0.079181246
Juncus compressus,1.2,0.079181246
Juncus compressus,1.2,0.079181246
Lythrum portula,1.2,0.079181246
Mimulus guttatus,1.2,0.079181246
Oenothera biennis,1.2,0.079181246
Poa trivialis,1.2,0.079181246
Potentilla erecta,1.2,0.079181246
Rumex maritimus,1.2,0.079181246
Saxifraga stellaris,1.2,0.079181246
Veronica catenata,1.2,0.079181246
Rumex scutatus,1.1992,0.07889162
Sempervivum montanum,1.1933,0.076749641
Agrostis capillaris,1.19,0.075546961
Arabidopsis thaliana,1.19,0.075546961
Centaurium pulchellum,1.19,0.075546961
Illecebrum verticillatum,1.19,0.075546961
Lycopus europaeus,1.19,0.075546961
Myricaria germanica,1.19,0.075546961
Pedicularis sceptrum-carolinum,1.19,0.075546961
Saxifraga stellaris,1.19,0.075546961
Silene chlorantha,1.19,0.075546961
Spergula morisonii,1.19,0.075546961
Veronica catenata,1.19,0.075546961
Achillea cartilaginea,1.18,0.071882007
Agrostis capillaris,1.18,0.071882007
Alopecurus aequalis,1.18,0.071882007
Aruncus dioicus,1.18,0.071882007
Bidens radiata,1.18,0.071882007
Clematis vitalba,1.18,0.071882007
Erica tetralix,1.18,0.071882007
Holcus lanatus,1.18,0.071882007
Juncus acutiflorus,1.18,0.071882007
Juncus compressus,1.18,0.071882007
Juncus compressus,1.18,0.071882007
Juncus compressus,1.18,0.071882007
Juncus filiformis,1.18,0.071882007
Linaria vulgaris,1.18,0.071882007
Lobelia dortmanna,1.18,0.071882007
Lythrum portula,1.18,0.071882007
Lythrum portula,1.18,0.071882007
Potentilla erecta,1.18,0.071882007
Rorippa palustris,1.18,0.071882007
Rumex maritimus,1.18,0.071882007
Salsola kali,1.18,0.071882007
Saxifraga stellaris,1.18,0.071882007
Sedum villosum,1.18,0.071882007
Sedum villosum,1.18,0.071882007
Veronica beccabunga,1.18,0.071882007
Veronica catenata,1.18,0.071882007
Leontodon hispidus,1.1701,0.068222979
Apera spica-venti,1.17,0.068185862
Apera spica-venti,1.17,0.068185862
Bellis perennis,1.17,0.068185862
Calluna vulgaris,1.17,0.068185862
Centaurea scabiosa,1.17,0.068185862
Centaurium pulchellum,1.17,0.068185862
Digitaria ischaemum,1.17,0.068185862
Gentiana pneumonanthe,1.17,0.068185862
Hieracium amplexicaule,1.17,0.068185862
Holcus lanatus,1.17,0.068185862
Illecebrum verticillatum,1.17,0.068185862
Juncus compressus,1.17,0.068185862
Juncus compressus,1.17,0.068185862
Leontodon autumnalis,1.17,0.068185862
Mimulus guttatus,1.17,0.068185862
Pedicularis sceptrum-carolinum,1.17,0.068185862
Peucedanum ostruthium,1.17,0.068185862
Rumex acetosa,1.17,0.068185862
Saxifraga aizoides,1.17,0.068185862
Sedum villosum,1.17,0.068185862
Silene acaulis,1.17,0.068185862
Spergula morisonii,1.17,0.068185862
Veronica catenata,1.17,0.068185862
Campanula rapunculoides,1.16,0.064457989
Deschampsia cespitosa,1.16,0.064457989
Deschampsia cespitosa,1.16,0.064457989
Juncus acutiflorus,1.16,0.064457989
Lactuca virosa,1.16,0.064457989
Leontodon pyrenaicus,1.16,0.064457989
Leontodon pyrenaicus,1.16,0.064457989
Lobelia dortmanna,1.16,0.064457989
Lycopus europaeus,1.16,0.064457989
Myricaria germanica,1.16,0.064457989
Poa alpina,1.16,0.064457989
Poa trivialis,1.16,0.064457989
Rumex thyrsiflorus,1.16,0.064457989
Sagina apetala,1.16,0.064457989
Saxifraga aizoides,1.16,0.064457989
Sedum villosum,1.16,0.064457989
Sedum villosum,1.16,0.064457989
Trifolium arvense,1.16,0.064457989
Gentiana punctata,1.1503,0.06081112
Achillea millefolium,1.15,0.06069784
Agrostis capillaris,1.15,0.06069784
Arabidopsis thaliana,1.15,0.06069784
Campanula rapunculoides,1.15,0.06069784
Carex bohemica,1.15,0.06069784
Carex bohemica,1.15,0.06069784
Carex bohemica,1.15,0.06069784
Deschampsia setacea,1.15,0.06069784
Drosera intermedia,1.15,0.06069784
Erica tetralix,1.15,0.06069784
Herniaria glabra,1.15,0.06069784
Hieracium amplexicaule,1.15,0.06069784
Illecebrum verticillatum,1.15,0.06069784
Illecebrum verticillatum,1.15,0.06069784
Juncus acutiflorus,1.15,0.06069784
Juncus acutiflorus,1.15,0.06069784
Juncus balticus,1.15,0.06069784
Laserpitium latifolium,1.15,0.06069784
Linaria vulgaris,1.15,0.06069784
Potentilla erecta,1.15,0.06069784
Saxifraga mutata,1.15,0.06069784
Saxifraga tridactylites,1.15,0.06069784
Spergularia media,1.15,0.06069784
Veronica beccabunga,1.15,0.06069784
Achillea millefolium,1.14,0.056904851
Calluna vulgaris,1.14,0.056904851
Calluna vulgaris,1.14,0.056904851
Campanula rapunculoides,1.14,0.056904851
Centaurium pulchellum,1.14,0.056904851
Centaurium pulchellum,1.14,0.056904851
Centaurium pulchellum,1.14,0.056904851
Coleanthus subtilis,1.14,0.056904851
Deschampsia cespitosa,1.14,0.056904851
Digitaria ischaemum,1.14,0.056904851
Drosera intermedia,1.14,0.056904851
Erica tetralix,1.14,0.056904851
Erica tetralix,1.14,0.056904851
Gentiana pneumonanthe,1.14,0.056904851
Hordeum jubatum,1.14,0.056904851
Juncus compressus,1.14,0.056904851
Juncus compressus,1.14,0.056904851
Juncus inflexus,1.14,0.056904851
Lactuca virosa,1.14,0.056904851
Linaria vulgaris,1.14,0.056904851
Lythrum portula,1.14,0.056904851
Lythrum portula,1.14,0.056904851
Lythrum portula,1.14,0.056904851
Potentilla erecta,1.14,0.056904851
Rumex maritimus,1.14,0.056904851
Samolus valerandi,1.14,0.056904851
Samolus valerandi,1.14,0.056904851
Sedum villosum,1.14,0.056904851
Sonchus arvensis,1.14,0.056904851
Spergula morisonii,1.14,0.056904851
Triglochin palustris,1.14,0.056904851
Achillea nobilis,1.1353,0.055110638
Agrostis capillaris,1.13,0.053078443
Callitriche stagnalis,1.13,0.053078443
Calluna vulgaris,1.13,0.053078443
Centaurium pulchellum,1.13,0.053078443
Centaurium pulchellum,1.13,0.053078443
Cotula coronopifolia,1.13,0.053078443
Digitaria ischaemum,1.13,0.053078443
Erica tetralix,1.13,0.053078443
Galinsoga ciliata,1.13,0.053078443
Hieracium amplexicaule,1.13,0.053078443
Hieracium amplexicaule,1.13,0.053078443
Illecebrum verticillatum,1.13,0.053078443
Juncus acutiflorus,1.13,0.053078443
Juncus acutiflorus,1.13,0.053078443
Juncus inflexus,1.13,0.053078443
Lactuca virosa,1.13,0.053078443
Leontodon taraxacoides subsp. taraxacoides,1.13,0.053078443
Linaria vulgaris,1.13,0.053078443
Lycopus europaeus,1.13,0.053078443
Lythrum portula,1.13,0.053078443
Lythrum portula,1.13,0.053078443
Mimulus guttatus,1.13,0.053078443
Poa trivialis,1.13,0.053078443
Rumex maritimus,1.13,0.053078443
Silene chlorantha,1.13,0.053078443
Sonchus arvensis,1.13,0.053078443
Spergularia rubra,1.13,0.053078443
Spergularia rubra,1.13,0.053078443
Triglochin palustris,1.13,0.053078443
Veronica anagallis-aquatica,1.13,0.053078443
Veronica beccabunga,1.13,0.053078443
Agrostis stolonifera,1.12,0.049218023
Campanula rapunculoides,1.12,0.049218023
Centaurium pulchellum,1.12,0.049218023
Drosera intermedia,1.12,0.049218023
Erica tetralix,1.12,0.049218023
Euphrasia stricta,1.12,0.049218023
Illecebrum verticillatum,1.12,0.049218023
Juncus acutiflorus,1.12,0.049218023
Juncus balticus,1.12,0.049218023
Juncus bulbosus,1.12,0.049218023
Juncus bulbosus,1.12,0.049218023
Juncus bulbosus,1.12,0.049218023
Juncus compressus,1.12,0.049218023
Juncus compressus,1.12,0.049218023
Linaria vulgaris,1.12,0.049218023
Lythrum portula,1.12,0.049218023
Rumex thyrsiflorus,1.12,0.049218023
Saxifraga mutata,1.12,0.049218023
Sedum villosum,1.12,0.049218023
Spergularia rubra,1.12,0.049218023
Sempervivum arachnoideum,1.115,0.047274867
Achillea millefolium,1.11,0.045322979
Agrostis stolonifera,1.11,0.045322979
Agrostis stolonifera,1.11,0.045322979
Anagallis minima,1.11,0.045322979
Bidens radiata,1.11,0.045322979
Centaurium pulchellum,1.11,0.045322979
Cerastium semidecandrum,1.11,0.045322979
Deschampsia setacea,1.11,0.045322979
Galinsoga ciliata,1.11,0.045322979
Gentiana asclepiadea,1.11,0.045322979
Gratiola officinalis,1.11,0.045322979
Illecebrum verticillatum,1.11,0.045322979
Juncus bulbosus,1.11,0.045322979
Juncus compressus,1.11,0.045322979
Juncus effusus,1.11,0.045322979
Leontodon hispidus,1.11,0.045322979
Linaria vulgaris,1.11,0.045322979
Lobelia dortmanna,1.11,0.045322979
Lythrum portula,1.11,0.045322979
Pinguicula vulgaris,1.11,0.045322979
Potentilla argentea,1.11,0.045322979
Pulsatilla pratensis,1.11,0.045322979
Rorippa palustris,1.11,0.045322979
Rumex maritimus,1.11,0.045322979
Sagina apetala,1.11,0.045322979
Saxifraga aizoides,1.11,0.045322979
Scorzonera austriaca,1.11,0.045322979
Trifolium dubium,1.11,0.045322979
Veronica catenata,1.11,0.045322979
Acer pseudoplatanus,1.1,0.041392685
Avenula pratensis,1.1,0.041392685
Avenula pratensis,1.1,0.041392685
Centaurium pulchellum,1.1,0.041392685
Centaurium pulchellum,1.1,0.041392685
Clematis vitalba,1.1,0.041392685
Clematis vitalba,1.1,0.041392685
Erica tetralix,1.1,0.041392685
Erica tetralix,1.1,0.041392685
Holcus lanatus,1.1,0.041392685
Illecebrum verticillatum,1.1,0.041392685
Juncus atratus,1.1,0.041392685
Leontodon pyrenaicus,1.1,0.041392685
Lobelia dortmanna,1.1,0.041392685
Mimulus guttatus,1.1,0.041392685
Pulsatilla pratensis,1.1,0.041392685
Rumex maritimus,1.1,0.041392685
Saxifraga mutata,1.1,0.041392685
Spergula morisonii,1.1,0.041392685
Veronica beccabunga,1.1,0.041392685
Veronica beccabunga,1.1,0.041392685
Veronica beccabunga,1.1,0.041392685
Veronica catenata,1.1,0.041392685
Veronica catenata,1.1,0.041392685
Arabis soyeri,1.095,0.039414119
Angelica sylvestris,1.09,0.037426498
Bidens radiata,1.09,0.037426498
Centaurium pulchellum,1.09,0.037426498
Cynodon dactylon,1.09,0.037426498
Digitaria ischaemum,1.09,0.037426498
Digitaria ischaemum,1.09,0.037426498
Drosera intermedia,1.09,0.037426498
Erica ciliaris,1.09,0.037426498
Erica tetralix,1.09,0.037426498
Erica tetralix,1.09,0.037426498
Gratiola officinalis,1.09,0.037426498
Gratiola officinalis,1.09,0.037426498
Holcus lanatus,1.09,0.037426498
Jasione montana,1.09,0.037426498
Juncus acutiflorus,1.09,0.037426498
Juncus balticus,1.09,0.037426498
Juncus compressus,1.09,0.037426498
Leontodon pyrenaicus,1.09,0.037426498
Linaria vulgaris,1.09,0.037426498
Mimulus guttatus,1.09,0.037426498
Myricaria germanica,1.09,0.037426498
Poa trivialis,1.09,0.037426498
Radiola linoides,1.09,0.037426498
Rorippa palustris,1.09,0.037426498
Rumex maritimus,1.09,0.037426498
Rumex maritimus,1.09,0.037426498
Rumex thyrsiflorus,1.09,0.037426498
Sagina apetala,1.09,0.037426498
Saxifraga aizoides,1.09,0.037426498
Sedum album,1.09,0.037426498
Sonchus arvensis,1.09,0.037426498
Spergularia rubra,1.09,0.037426498
Filago lutescens,1.0897,0.037306951
Festuca rupicaprina,1.0843,0.035149458
Achillea millefolium,1.08,0.033423755
Agrostis stolonifera,1.08,0.033423755
Apera spica-venti,1.08,0.033423755
Apera spica-venti,1.08,0.033423755
Calamagrostis arundinacea,1.08,0.033423755
Calluna vulgaris,1.08,0.033423755
Carduus crispus,1.08,0.033423755
Centranthus ruber,1.08,0.033423755
Daucus carota,1.08,0.033423755
Drosera intermedia,1.08,0.033423755
Jasione montana,1.08,0.033423755
Juncus compressus,1.08,0.033423755
Juncus compressus,1.08,0.033423755
Juncus compressus,1.08,0.033423755
Juncus compressus,1.08,0.033423755
Liriodendron tulipifera,1.08,0.033423755
Lythrum portula,1.08,0.033423755
Mimulus guttatus,1.08,0.033423755
Parnassia palustris,1.08,0.033423755
Pinguicula vulgaris,1.08,0.033423755
Pulsatilla pratensis,1.08,0.033423755
Rorippa palustris,1.08,0.033423755
Sagina apetala,1.08,0.033423755
Spergula morisonii,1.08,0.033423755
Agrostis vinealis,1.0714,0.029951642
Acer platanoides,1.07,0.029383778
Acer pseudoplatanus,1.07,0.029383778
Acer pseudoplatanus,1.07,0.029383778
Arabis pumila,1.07,0.029383778
Bidens radiata,1.07,0.029383778
Fritillaria meleagris,1.07,0.029383778
Hieracium amplexicaule,1.07,0.029383778
Juncus acutiflorus,1.07,0.029383778
Juncus atratus,1.07,0.029383778
Juncus balticus,1.07,0.029383778
Juncus compressus,1.07,0.029383778
Mimulus guttatus,1.07,0.029383778
Picris hieracioides,1.07,0.029383778
Radiola linoides,1.07,0.029383778
Sagina apetala,1.07,0.029383778
Saxifraga mutata,1.07,0.029383778
Veronica anagallis-aquatica,1.07,0.029383778
Erica tetralix,1.06,0.025305865
Erica tetralix,1.06,0.025305865
Erica tetralix,1.06,0.025305865
Erica tetralix,1.06,0.025305865
Gratiola officinalis,1.06,0.025305865
Juncus bulbosus,1.06,0.025305865
Juncus capitatus,1.06,0.025305865
Potentilla erecta,1.06,0.025305865
Radiola linoides,1.06,0.025305865
Sagina apetala,1.06,0.025305865
Saxifraga rotundifolia,1.06,0.025305865
Achillea cartilaginea,1.05,0.021189299
Arabis pumila,1.05,0.021189299
Arabis pumila,1.05,0.021189299
Arabis pumila,1.05,0.021189299
Aster linosyris,1.05,0.021189299
Betula nana,1.05,0.021189299
Betula nana,1.05,0.021189299
Bidens radiata,1.05,0.021189299
Calamagrostis arundinacea,1.05,0.021189299
Centaurium pulchellum,1.05,0.021189299
Clematis vitalba,1.05,0.021189299
Clematis vitalba,1.05,0.021189299
Deschampsia setacea,1.05,0.021189299
Erica tetralix,1.05,0.021189299
Erica tetralix,1.05,0.021189299
Holcus lanatus,1.05,0.021189299
Jasione montana,1.05,0.021189299
Juncus atratus,1.05,0.021189299
Juncus balticus,1.05,0.021189299
Juncus compressus,1.05,0.021189299
Leontodon taraxacoides subsp. taraxacoides,1.05,0.021189299
Pinguicula vulgaris,1.05,0.021189299
Radiola linoides,1.05,0.021189299
Radiola linoides,1.05,0.021189299
Rhododendron ponticum,1.05,0.021189299
Sagina nodosa,1.05,0.021189299
Sagina procumbens,1.05,0.021189299
Scorzonera laciniata,1.05,0.021189299
Serratula tinctoria,1.05,0.021189299
Sonchus arvensis,1.05,0.021189299
Spergularia rubra,1.05,0.021189299
Tanacetum vulgare,1.05,0.021189299
Valeriana officinalis,1.05,0.021189299
Acer pseudoplatanus,1.04,0.017033339
Agrostis capillaris,1.04,0.017033339
Arabis pumila,1.04,0.017033339
Calamagrostis arundinacea,1.04,0.017033339
Centaurium pulchellum,1.04,0.017033339
Centaurium pulchellum,1.04,0.017033339
Cerastium semidecandrum,1.04,0.017033339
Deschampsia setacea,1.04,0.017033339
Fraxinus americana,1.04,0.017033339
Fritillaria meleagris,1.04,0.017033339
Hieracium amplexicaule,1.04,0.017033339
Juncus acutiflorus,1.04,0.017033339
Juncus balticus,1.04,0.017033339
Juncus balticus,1.04,0.017033339
Leontodon hispidus,1.04,0.017033339
Leontodon hispidus,1.04,0.017033339
Leontodon taraxacoides subsp. taraxacoides,1.04,0.017033339
Molinia caerulea,1.04,0.017033339
Myricaria germanica,1.04,0.017033339
Poa badensis,1.04,0.017033339
Potentilla erecta,1.04,0.017033339
Pulsatilla pratensis,1.04,0.017033339
Radiola linoides,1.04,0.017033339
Sagina apetala,1.04,0.017033339
Valeriana officinalis,1.04,0.017033339
Achnatherum calamagrostis,1.03,0.012837225
Arabis pumila,1.03,0.012837225
Arabis pumila,1.03,0.012837225
Calamagrostis arundinacea,1.03,0.012837225
Clematis vitalba,1.03,0.012837225
Cynodon dactylon,1.03,0.012837225
Daucus carota,1.03,0.012837225
Erica tetralix,1.03,0.012837225
Erica tetralix,1.03,0.012837225
Erica tetralix,1.03,0.012837225
Gentiana asclepiadea,1.03,0.012837225
Hieracium amplexicaule,1.03,0.012837225
Juncus acutiflorus,1.03,0.012837225
Juncus conglomeratus,1.03,0.012837225
Lactuca virosa,1.03,0.012837225
Linaria alpina,1.03,0.012837225
Pinguicula vulgaris,1.03,0.012837225
Radiola linoides,1.03,0.012837225
Scorzonera laciniata,1.03,0.012837225
Thymus serpyllum,1.03,0.012837225
Achillea cartilaginea,1.02,0.008600172
Achillea cartilaginea,1.02,0.008600172
Betula nana,1.02,0.008600172
Centaurium pulchellum,1.02,0.008600172
Centaurium pulchellum,1.02,0.008600172
Centaurium pulchellum,1.02,0.008600172
Cicerbita alpina,1.02,0.008600172
Clematis vitalba,1.02,0.008600172
Crepis biennis,1.02,0.008600172
Cynodon dactylon,1.02,0.008600172
Erica tetralix,1.02,0.008600172
Erica tetralix,1.02,0.008600172
Erica tetralix,1.02,0.008600172
Erica tetralix,1.02,0.008600172
Eupatorium cannabinum,1.02,0.008600172
Gratiola officinalis,1.02,0.008600172
Gratiola officinalis,1.02,0.008600172
Holcus lanatus,1.02,0.008600172
Jasione montana,1.02,0.008600172
Juncus atratus,1.02,0.008600172
Juncus atratus,1.02,0.008600172
Juncus balticus,1.02,0.008600172
Juncus balticus,1.02,0.008600172
Leontodon taraxacoides subsp. taraxacoides,1.02,0.008600172
Linaria vulgaris,1.02,0.008600172
Myricaria germanica,1.02,0.008600172
Parnassia palustris,1.02,0.008600172
Picris hieracioides,1.02,0.008600172
Potentilla erecta,1.02,0.008600172
Potentilla erecta,1.02,0.008600172
Rumex thyrsiflorus,1.02,0.008600172
Rumex thyrsiflorus,1.02,0.008600172
Rumex thyrsiflorus,1.02,0.008600172
Sagina apetala,1.02,0.008600172
Trifolium dubium,1.02,0.008600172
Valeriana officinalis,1.02,0.008600172
Betula pubescens,1.01,0.004321374
Centaurium erythraea,1.01,0.004321374
Centaurium pulchellum,1.01,0.004321374
Centranthus ruber,1.01,0.004321374
Cynodon dactylon,1.01,0.004321374
Erica tetralix,1.01,0.004321374
Gentiana asclepiadea,1.01,0.004321374
Gratiola officinalis,1.01,0.004321374
Jasione montana,1.01,0.004321374
Juncus atratus,1.01,0.004321374
Juncus atratus,1.01,0.004321374
Leontodon autumnalis,1.01,0.004321374
Leontodon pyrenaicus,1.01,0.004321374
Mimulus guttatus,1.01,0.004321374
Radiola linoides,1.01,0.004321374
Rhododendron ponticum,1.01,0.004321374
Saxifraga rotundifolia,1.01,0.004321374
Senecio aquaticus,1.01,0.004321374
Sonchus arvensis,1.01,0.004321374
Acer platanoides,1,0
Arabis pumila,1,0
Betula pubescens,1,0
Centaurium pulchellum,1,0
Centaurium pulchellum,1,0
Centaurium pulchellum,1,0
Cicerbita alpina,1,0
Clematis alpina,1,0
Cynodon dactylon,1,0
Cynodon dactylon,1,0
Erica tetralix,1,0
Erica tetralix,1,0
Erica tetralix,1,0
Erica tetralix,1,0
Gentiana asclepiadea,1,0
Gratiola officinalis,1,0
Juncus acutiflorus,1,0
Juncus conglomeratus,1,0
Lactuca virosa,1,0
Laserpitium latifolium,1,0
Leontodon autumnalis,1,0
Leontodon hispidus,1,0
Leontodon incanus,1,0
Ostrya carpinifolia,1,0
Parnassia palustris,1,0
Pinguicula vulgaris,1,0
Pulsatilla pratensis,1,0
Pulsatilla vernalis,1,0
Radiola linoides,1,0
Sagina apetala,1,0
Sagina procumbens,1,0
Saxifraga rotundifolia,1,0
Senecio jacobaea,1,0
Spergularia media,1,0
Veronica beccabunga,1,0
Acer pseudoplatanus,0.99,-0.004364805
Agrostis stolonifera,0.99,-0.004364805
Centaurium pulchellum,0.99,-0.004364805
Centaurium pulchellum,0.99,-0.004364805
Cicerbita alpina,0.99,-0.004364805
Erica tetralix,0.99,-0.004364805
Jasione montana,0.99,-0.004364805
Juncus conglomeratus,0.99,-0.004364805
Lactuca virosa,0.99,-0.004364805
Leontodon autumnalis,0.99,-0.004364805
Potentilla erecta,0.99,-0.004364805
Radiola linoides,0.99,-0.004364805
Radiola linoides,0.99,-0.004364805
Rhododendron ponticum,0.99,-0.004364805
Sagina apetala,0.99,-0.004364805
Valeriana officinalis,0.99,-0.004364805
Geum montanum,0.98493,-0.006594634
Trifolium badium,0.98291,-0.007486246
Arabis pumila,0.98,-0.008773924
Aster amellus,0.98,-0.008773924
Centaurium pulchellum,0.98,-0.008773924
Centaurium pulchellum,0.98,-0.008773924
Centaurium pulchellum,0.98,-0.008773924
Dichanthium ischaemum,0.98,-0.008773924
Erica tetralix,0.98,-0.008773924
Erica tetralix,0.98,-0.008773924
Festuca valesiaca,0.98,-0.008773924
Humulus lupulus,0.98,-0.008773924
Juncus atratus,0.98,-0.008773924
Juncus compressus,0.98,-0.008773924
Juncus conglomeratus,0.98,-0.008773924
Leontodon hispidus,0.98,-0.008773924
Radiola linoides,0.98,-0.008773924
Radiola linoides,0.98,-0.008773924
Radiola linoides,0.98,-0.008773924
Rumex thyrsiflorus,0.98,-0.008773924
Rumex thyrsiflorus,0.98,-0.008773924
Scorzonera laciniata,0.98,-0.008773924
Valeriana dioica,0.98,-0.008773924
Achillea cartilaginea,0.97,-0.013228266
Agrostis stolonifera,0.97,-0.013228266
Apera spica-venti,0.97,-0.013228266
Bidens radiata,0.97,-0.013228266
Campanula rapunculoides,0.97,-0.013228266
Centaurium pulchellum,0.97,-0.013228266
Cynodon dactylon,0.97,-0.013228266
Cynodon dactylon,0.97,-0.013228266
Erica tetralix,0.97,-0.013228266
Erica tetralix,0.97,-0.013228266
Juncus conglomeratus,0.97,-0.013228266
Juncus conglomeratus,0.97,-0.013228266
Lactuca virosa,0.97,-0.013228266
Leontodon hispidus,0.97,-0.013228266
Leontodon taraxacoides,0.97,-0.013228266
Mimulus guttatus,0.97,-0.013228266
Mimulus guttatus,0.97,-0.013228266
Narthecium ossifragum,0.97,-0.013228266
Picris hieracioides,0.97,-0.013228266
Pinguicula vulgaris,0.97,-0.013228266
Pulsatilla pratensis,0.97,-0.013228266
Pulsatilla pratensis,0.97,-0.013228266
Pulsatilla pratensis,0.97,-0.013228266
Radiola linoides,0.97,-0.013228266
Radiola linoides,0.97,-0.013228266
Radiola linoides,0.97,-0.013228266
Sagina apetala,0.97,-0.013228266
Sagina apetala,0.97,-0.013228266
Sagina apetala,0.97,-0.013228266
Sagina procumbens,0.97,-0.013228266
Spergula morisonii,0.97,-0.013228266
Spergularia echinosperma,0.97,-0.013228266
Spergularia echinosperma,0.97,-0.013228266
Sedum sexangulare,0.96917,-0.013600038
Betula nana,0.96,-0.017728767
Centaurium erythraea,0.96,-0.017728767
Centaurium pulchellum,0.96,-0.017728767
Centaurium pulchellum,0.96,-0.017728767
Centaurium pulchellum,0.96,-0.017728767
Centranthus ruber,0.96,-0.017728767
Erica tetralix,0.96,-0.017728767
Gratiola officinalis,0.96,-0.017728767
Juncus acutiflorus,0.96,-0.017728767
Juncus conglomeratus,0.96,-0.017728767
Lactuca virosa,0.96,-0.017728767
Myricaria germanica,0.96,-0.017728767
Potentilla erecta,0.96,-0.017728767
Radiola linoides,0.96,-0.017728767
Sagina apetala,0.96,-0.017728767
Sonchus arvensis,0.96,-0.017728767
Spergularia echinosperma,0.96,-0.017728767
Veronica catenata,0.96,-0.017728767
Sedum album,0.95967,-0.017878081
Erophila verna,0.95476,-0.020105784
Acer pseudoplatanus,0.95,-0.022276395
Agrostis stolonifera,0.95,-0.022276395
Centaurium pulchellum,0.95,-0.022276395
Erica tetralix,0.95,-0.022276395
Gentiana asclepiadea,0.95,-0.022276395
Gratiola officinalis,0.95,-0.022276395
Holcus lanatus,0.95,-0.022276395
Jasione montana,0.95,-0.022276395
Jasione montana,0.95,-0.022276395
Juncus conglomeratus,0.95,-0.022276395
Leontodon hispidus,0.95,-0.022276395
Picris echioides,0.95,-0.022276395
Sagina apetala,0.95,-0.022276395
Sagina apetala,0.95,-0.022276395
Sagina apetala,0.95,-0.022276395
Sagina nodosa,0.95,-0.022276395
Scorzonera laciniata,0.95,-0.022276395
Scorzonera laciniata,0.95,-0.022276395
Sonchus arvensis,0.95,-0.022276395
Tragopogon dubius,0.95,-0.022276395
Valeriana officinalis,0.95,-0.022276395
Acer saccharophorum,0.945,-0.024568191
Agrostis stolonifera,0.94,-0.026872146
Agrostis stolonifera,0.94,-0.026872146
Betula nana,0.94,-0.026872146
Betula nana,0.94,-0.026872146
Centaurium pulchellum,0.94,-0.026872146
Centranthus ruber,0.94,-0.026872146
Centranthus ruber,0.94,-0.026872146
Cicerbita alpina,0.94,-0.026872146
Doronicum clusii,0.94,-0.026872146
Erica tetralix,0.94,-0.026872146
Gentiana asclepiadea,0.94,-0.026872146
Hieracium echioides,0.94,-0.026872146
Hieracium vulgatum,0.94,-0.026872146
Leontodon autumnalis,0.94,-0.026872146
Leontodon hispidus,0.94,-0.026872146
Leontodon taraxacoides subsp. taraxacoides,0.94,-0.026872146
Leontodon taraxacoides subsp. taraxacoides,0.94,-0.026872146
Rumex maritimus,0.94,-0.026872146
Spergularia echinosperma,0.94,-0.026872146
Spergularia media,0.94,-0.026872146
Spergularia rubra,0.94,-0.026872146
Linaria vulgaris,0.935,-0.029188389
Betula nana,0.93,-0.031517051
Betula pubescens,0.93,-0.031517051
Bidens radiata,0.93,-0.031517051
Centranthus ruber,0.93,-0.031517051
Cynodon dactylon,0.93,-0.031517051
Daucus carota,0.93,-0.031517051
Daucus carota,0.93,-0.031517051
Hieracium laevigatum,0.93,-0.031517051
